name,stars,numReviews,cuisine,priceRange,Url
Ten Ren,3.5,2,Cafe,Not Defined,
City Express,3.5,3,,Not Defined,
Beverly Falafel,3,9,Middle Eastern,Cheap,
Yoshida Sushi Bar,4,29,"Sushi, Japanese",Medium,
Pao Pak Noodle Bar,3.5,2,Thai,Not Defined,
Hawaiian BBQ House,4,1,Barbecue,Not Defined,
Takatis,3.5,3,,Not Defined,
Le Grand Restaurant,3.5,16,"Italian, American",High,
Tacos Michocan,4,1,Mexican,Not Defined,
Sugar Suite,4,1,,Not Defined,
Kuishimbo,4,1,,Not Defined,
French Connection Cafe,3.5,2,French,Not Defined,
La Torta Loca,4,1,,Not Defined,
Guido's Pizza & Pasta,3.5,3,,Not Defined,
Saba Sushi,4,1,Sushi,Not Defined,
Caffe Capri,4,1,Italian,Not Defined,
Luigi's On 3rd,4,1,,Not Defined,
Noodle House,5,1,"Chinese, Asian",Medium,
The Pan Pizzeria,3.5,2,Pizza,Not Defined,
Restaurant Santa Cecilia,3.5,2,Mexican,Cheap,
Legend Noodle and Grill,3.5,2,Asian,Not Defined,
Quickies Pizza & Subs,5,1,Italian,Cheap,
Rusty Pot Cafe,4.5,26,American,Medium,
Olive Wood Pizza,4,1,Pizza,Not Defined,
Soho House,4.5,59,,Medium,
Ix Tapa Cantina,3,26,Mexican,Medium,
Manila Goodha,5,1,"Filipino, Asian",Not Defined,
Tony Maroni's Famous Gourmet,5,1,Pizza,Not Defined,
Ebanos Crossing,3.5,4,,Not Defined,
Coop NY Style Pizza,4,6,"Italian, Pizza",Not Defined,
MA Dang Sae BBQ,3.5,2,Barbecue,Not Defined,
Nick's Burgers,3.5,3,,Not Defined,
Athenian Grill,4,1,"Mexican, American",Cheap,
Han Kook Soondae,4,1,"Asian, Korean",Not Defined,
Restaurant Le Napoleon,3.5,3,,Not Defined,
Pearl Thai Eatery,5,1,"Asian, Thai",Not Defined,
Junior Pizza,4,1,Pizza,Not Defined,
Golden Gate Chinese Restaurant,4,1,Chinese,Not Defined,
Shredded Tacos,3.5,4,,Not Defined,
Oriental House Restaurant,3.5,2,,Not Defined,
Jessie's Camarones Restaurant,5,1,"American, Seafood",Not Defined,
Luck Thai Cuisine,3.5,4,Thai,Medium,
OK Chinese Restaurant,3,3,Chinese,Not Defined,
Sam's Bagels,3,10,,Cheap,
Asakuma Sushi Delivery,3.5,4,"Japanese, Sushi",Not Defined,
Jolly Burrito,3.5,3,Mexican,Not Defined,
Mehrdad's Place,5,1,Italian,Not Defined,
Jino's Pizza,3,5,Pizza,Not Defined,
Crown Wok,3.5,2,Chinese,Not Defined,
Sushi Tsujita,3,10,"Sushi, Japanese",Not Defined,
Market Place Restaurant,3.5,2,"Mexican, American",Not Defined,
Popcornopolis Universal Citywalk,3.5,3,American,Medium,
Taisho,3,3,Asian,Not Defined,
Nacho's Restaurant,3,2,Mexican,Not Defined,
Hi Pizza Italian Kitchen,3.5,3,Italian,Not Defined,
Fogata Mexicana,5,1,Mexican,Not Defined,
Mariscos Mi Lindo Sinaloa,2.5,3,Mexican,Not Defined,
Rey's Pizza,3,5,Pizza,Cheap,
Cocary Shabu Shabu BBQ,3.5,3,Japanese,Not Defined,
The Beef Burrito Taqueria,3.5,2,Mexican,Not Defined,
Hungry Harold's,3,3,American,Not Defined,
CineSpace,3.5,3,American,Medium,
Afghani Kabob House,5,4,"Middle Eastern, Afghan",Medium,
Restaurante Los Anaya,4.5,5,Mexican,Medium,
Esaan - A Taste of Thai,3.5,2,Thai,Not Defined,
U2 Cafe,3,9,"Chinese, International",Medium,
Industry Cafe And Jazz,4.5,5,,Not Defined,
Sonagi Korean BBQ,4,1,"Cajun & Creole, Barbecue",Medium,
Golden Burger 11,3,2,,Not Defined,
Toto's,3.5,2,"Filipino, Asian",Not Defined,
La Choza,4,1,,Not Defined,
Eva's Cookery,3,2,,Not Defined,
Birrieria Jalisco,4.5,8,,Not Defined,
Rio Bravo Restaurant,3.5,2,,Not Defined,
The Downey Pizza Co.,4.5,82,"Pizza, Italian",Medium,
The Phoenix,4,5,,Not Defined,
MB Chinese Food,3,2,Chinese,Not Defined,
Porta Via Palisades,3,7,"American, Bar",Medium,
California Grill Restaurant,3,2,,Not Defined,
Lemon Zest Cafe,3,4,,Not Defined,
Hungry Howie's Pizza,3,2,Pizza,Not Defined,
Thai Bamboo,3,2,,Medium,
Abernethy's,3,5,American,Medium,
Vim Thai Restaurant,3.5,3,Thai,Not Defined,
Blasteran,5,1,,Not Defined,
Casa Azul Cantina,3,17,Mexican,Medium,
"Fresh and Meaty Burgers, Inc.",3.5,7,Steakhouse,Cheap,
Rock N Roll Sushi,3.5,8,"Sushi, Asian",Not Defined,
Jackson Market,4.5,39,"American, Deli",Cheap,
Lemon Tree,5,2,"American, Cafe",Not Defined,
New Noodle City,3.5,8,Vietnamese,Not Defined,
Blackship,4.5,8,European,Medium,
Lago D'Argento Pizzeria,3,4,"Italian, American",Not Defined,
Sammy's Pizza & Grill,3,4,"Italian, Pizza",Not Defined,
La Sierrita De Badiraguato,3,1,,Not Defined,
Bell Thai Restaurant,3,1,Thai,Not Defined,
Monarca,3,1,,Not Defined,
The Coffee Bean & Tea Leaf,3,1,,Not Defined,
Porto Village Pizza,3,1,,Not Defined,
Jade BBQ Restaurant,3,2,"Chinese, Barbecue",Not Defined,
Litz Restaurant,3,2,,Not Defined,
Luk Yue Restaurant,3,1,Chinese,Not Defined,
outhern Mini Town,3,1,Chinese,Not Defined,
Yu Ming,3,1,"Chinese, Street Food",Not Defined,
Gardenia Restaurant and Lounge,3,1,,Not Defined,
Marinepolis Sushi Land,3,1,"Japanese, Sushi",Not Defined,
El Ruby Cafe,3,1,,Not Defined,
Bento Box,3,1,,Not Defined,
Sri Windsor,3,1,,Not Defined,
Frank's Burgers,3,1,,Not Defined,
Shake Shack Pasadena,3,1,"American, Fast Food",High,
Shawarma House,3,1,,Not Defined,
Masis Mediterranean Sandwiches,3,1,Greek,Not Defined,
Moodaepo I,3,1,,Medium,
Green Olive,3,1,,Not Defined,
Salvadorean Village,3,1,,Not Defined,
Steak Escape,3,1,Steakhouse,Not Defined,
Raspadoxpress,3,1,,Not Defined,
Rigo's Tacos,3,1,Mexican,Not Defined,
La Flor de Yucatan,3,1,,Not Defined,
Dolcini Caffe Espresso,3,1,,Not Defined,
Lee's 4 Cocktails,3,1,,Not Defined,
El Bar,3,1,,Not Defined,
DC Library Cafe,3,1,,Not Defined,
Tacos los Poblanos #1,3.5,2,,Not Defined,
Napolis Pizza Kitchen,3.5,3,,Not Defined,
Las Quenas,3,1,,Not Defined,
La Piazza,3,1,Pizza,Not Defined,
Manny's,3,1,,Not Defined,
Amalia's Restaurant,3,2,,Not Defined,
Lola's Chicken,3,1,,Not Defined,
All Day Baby,3,3,,Not Defined,
Lunch Stop,3,3,,Not Defined,
Hurricane Bar and Grill,3,2,,Not Defined,
Manila Sunset Restaurant,3,1,,Not Defined,
Marco Polo Chinese Fast Food,3,1,Chinese,Not Defined,
Steve's Bigger Subs,3,2,,Not Defined,
Cellar Hollywood,3,2,"American, Brew Pub",Not Defined,
Sam's Flaming Grill,3,1,,Not Defined,
Dim Sum House,3,1,,Not Defined,
Pili's Tacos,3,1,Mexican,Not Defined,
K A Canton,3,2,Chinese,Cheap,
Black Sheep Burgers,3,1,,Not Defined,
Madre,3,1,Mexican,Not Defined,
Seoul Soondae House Two,3,1,,Not Defined,
Edamame Sushi,3,1,Sushi,Not Defined,
Boca Del Rio,3,1,,Not Defined,
Lucky Chinese Fast Food,3,1,Chinese,Not Defined,
Mandrake,3,1,,Not Defined,
Crumbles Patisserie,3,1,,Not Defined,
Awesome Thai,3,1,Thai,Not Defined,
Viva La Vida Mariscos,3,2,Mexican,Not Defined,
Atrium Lounge,3,1,,Not Defined,
Yerim BBQ,3,1,,Not Defined,
Ichiban Of Tokyo Kachow,3,1,Japanese,Cheap,
Casa Garibay,3,1,,Not Defined,
Margarita's Place,3,1,,Not Defined,
Toms #1,3,1,,Not Defined,
Senor Taco,3,1,Mexican,Not Defined,
Wow Bento & Roll,3,2,Sushi,Not Defined,
Mazal,3,1,,Not Defined,
La Pizza Loca,3,1,,Not Defined,
Life Food Organic,3,1,Healthy,Not Defined,
Biggest Burgers and Tacos Inc,3,1,"Mexican, American",Cheap,
Pizza Hut Express,3,1,,Not Defined,
Shrine,3,1,,Not Defined,
Pepper's Jamaican-Belizean Cuisine,3,1,,Not Defined,
Chicken N Chips,3,1,,Not Defined,
Jin China Bistro,3,1,"Chinese, Asian",Medium,
San Hing,3,1,Chinese,Not Defined,
Ledy's Restaurant,3,1,,Not Defined,
La Salsa Fresh Mexican Grill,3,3,Mexican,Not Defined,
Thai Town Restaurant,3,1,Thai,Not Defined,
Melody Wine Bar,3,1,"Italian, American",High,
California Crisp Westside Pavillion,3,1,,Not Defined,
Woori Kalbi,3,1,"Asian, Korean",Not Defined,
Swadesh,3,1,,Not Defined,
4 Fingers Crispy Chicken,3,1,"Japanese, Asian",Not Defined,
Fab 4 Cafe,3,2,Cafe,Not Defined,
Aoki Japanese Restaurant,3,1,Japanese,Not Defined,
El Zocalo,3,1,,Not Defined,
The Great Western Steak,3,1,,Not Defined,
Taron Bakery,3,1,,Not Defined,
Chiou House,3,1,"Asian, Taiwanese",Not Defined,
Miari Noodle House,3,1,Asian,Not Defined,
Charley's Philly Steaks,3,1,,Not Defined,
Revo Cafe,3,1,,Not Defined,
Van Sandwich,3,1,,Not Defined,
Troy Drive In,3,1,,Not Defined,
Golazo Restaurant,3,1,,Not Defined,
Hanabi Sushi & Teriyaki,3,3,"Japanese, Sushi",Not Defined,
Taqueria San Jose,3,1,Mexican,Not Defined,
Tonkatsu House,3,1,"Asian, Korean",Medium,
La Fruteria,3,1,,Not Defined,
Rita's Italian Ice,3,1,,Not Defined,
Creamistry,3,3,American,Not Defined,
Shah Abbas,3.5,20,"Middle Eastern, Persian",Medium,
Harlam's Kitchen,4,5,Asian,Not Defined,
The Reyn,4.5,30,"American, Diner",Cheap,
Sushi Ginza Onodera,5,5,"Japanese, Sushi",High,
Takuya Sushi,4.5,9,,Medium,
Nekter Juice Bar,4.5,6,,Not Defined,
New Moon Restaurant,4,20,"Chinese, Asian",Medium,
Happy Isles Snack Stand,3,4,Fast Food,Not Defined,
1 Kitchen West Hollywood,5,5,"Italian, American",Medium,
Banh Mi Che Cali,3.5,5,Vietnamese,Not Defined,
South Point Argentine Grill,4,2,"Argentinean, South American",Not Defined,
Carrara's,5,1,,Not Defined,
Myra's Salvadorian Cuisine,5,1,,Not Defined,
President Thai Restaurant,4.5,169,"Asian, Thai",Medium,
SushiStop Pasadena,3,5,"Japanese, Sushi",Not Defined,
Taqueria Tapatio #2,3,3,Mexican,Cheap,
Saito's Sushi,3.5,4,"Japanese, Sushi",Not Defined,
Good Pho You,3.5,11,"Asian, Vietnamese",Cheap,
Madeline Garden,4,41,"French, American",Medium,
Hooters of South Gate,3,6,American,Not Defined,
The Corner,5,1,"Bar, Cafe",Not Defined,
Del Mar Cafe,4,1,,Not Defined,
Com Tam Thuan Kieu,3,2,Vietnamese,Cheap,
Caravan Restaurant,4.5,2,,Not Defined,
SHAN Social House,4.5,2,Asian,Not Defined,
California Pizza Kitchen at Beverly Hills,4,93,"Pizza, American",Medium,
Hunan Chilli King,4,3,Chinese,Not Defined,
Yum Cha Cafe,4.5,2,,Not Defined,
Avanti Cafe,4,37,"Italian, Pizza",Medium,
Afshan Restaurant,3,2,,Not Defined,
Los tres Hermanos,3,4,,Not Defined,
Brentwood,3,3,"American, Mediterranean",High,
Circa 55,4,256,"American, Fusion",Medium,
Humble Crust,5,2,"Pizza, Mediterranean",Medium,
Smoke City Char Bar,3,2,American,Not Defined,
By The Way Burger,4,1,"American, Bar",Not Defined,
Franklin's Cafe & Market,3,2,American,Medium,
Saigon Bakery and Sandwiches,4,4,Vietnamese,Not Defined,
Panini Italian Pizzeria,4.5,29,"Italian, Pizza",Medium,
Little Ethiopia Restaurant,3,5,,Medium,
Noodle St.,4.5,2,"Chinese, Asian",Not Defined,
Yoshino Sushi,3.5,7,Seafood,Medium,
Rocco's Cucina,3.5,4,,Not Defined,
Tokyo Shabu Shabu - Pasadena,4,12,"Japanese, Asian",Medium,
La Mesa Lounge,4.5,2,"Mexican, American",Not Defined,
Plaza Deli & Grill,3,2,,Not Defined,
Nirvana,4,20,"Indian, Asian",Medium,
Taqueria El Zarape,3,2,Mexican,Not Defined,
SOTTA,4.5,16,"Lebanese, Mediterranean",Medium,
PizzaRev,3,2,,Not Defined,
Star Hookah Lounge,3,3,"Bar, Pub",Medium,
Yi-Mei Restaurant,4,3,,Not Defined,
Lavender Blue Restaurant Lounge,4.5,3,,Not Defined,
Porta Via,4,110,"American, Mediterranean",Medium,
Tacos Los Potrillos,4.5,3,Mexican,Not Defined,
Bistro Mon Cheri,4.5,10,"Fusion, Vietnamese",Medium,
Darkroom,3,4,,Not Defined,
Busby's East,3,12,"Bar, American",Medium,
Angel Thai Cuisine,4,12,"Asian, Thai",Medium,
Poke'To,3.5,3,,Not Defined,
Breeze - An American Grill,3,11,American,Medium,
Soysaucebowl,3,2,,Not Defined,
Kansai,2.5,3,Japanese,Not Defined,
Green Street Cafe,4.5,6,,Not Defined,
Pho LA Restaurant,2.5,2,,Not Defined,
Catalina Bistro,3,2,American,Not Defined,
Chim! Thai Street Food,4.5,9,,Medium,
Champs Elysees,4,18,Cafe,Medium,
Big ben pasadena,3,1,Deli,Not Defined,
Gourmando,5,6,,Medium,
Amigo_ Restaurant,4,25,"Mexican, Latin",Medium,
Hercules Drive-In,4.5,2,,Not Defined,
Panda Wok,3,2,Chinese,Not Defined,
The Delicatessen By Osawa,4.5,7,Japanese,Medium,
Boxwood on the Roof,4,34,,Medium,
Viva Rancho Cantina,3.5,37,"Mexican, Bar",Medium,
China Wok,2.5,2,Chinese,Not Defined,
Camille's Sidewalk Cafe,4,1,American,Not Defined,
The Grill Pit,4,4,,Not Defined,
Rotisserie Chicken of California,4,10,,Not Defined,
Red Car Coffee Shop At The Huntington,4.5,7,Cafe,Not Defined,
Pillow Talk,4,1,,Not Defined,
Tacos Don Chente Montebello,3,6,Mexican,Not Defined,
Soybean Chinese Restaurant,2.5,3,Chinese,Not Defined,
Noah's Ark Cuisine,3.5,6,"Mediterranean, Middle Eastern",Medium,
Teri & Yaki,4.5,14,,Cheap,
Issima,5,7,"Italian, French",Not Defined,
Mia Sushi,3.5,17,"Japanese, Sushi",Medium,
Malibu Wines and Beer Garden,3,5,Wine Bar,Not Defined,
Tam's Garden Chinese Restaurant,3,2,Chinese,Medium,
Ikea,4,156,"American, Cafe",Cheap,
Janejira Thai Bistro,5,5,Thai,Not Defined,
Pearl's Liquor Bar,4,39,"Bar, American",Medium,
Tpumps,4,1,Healthy,Not Defined,
Summer Fish & Rice,4.5,9,"Japanese, Sushi",Medium,
Tan Khai Hoan,3.5,4,,Not Defined,
Samurai Japanese Restaurant,4,1,"Japanese, Sushi",Medium,
Ginger & Spice Noodle & Grill,4,5,Vietnamese,Not Defined,
El Baron De Centro-America Pupseria,3,2,,Not Defined,
Cafe Alexander,4.5,5,,Not Defined,
Little Ground Cafe,4.5,3,Cafe,Not Defined,
Cilantro,3,5,Mexican,Not Defined,
Haidilao Hot Pot,3,2,,Not Defined,
Paul's Cafe,1,1,American,Not Defined,
Micky's,4.5,21,"American, Deli",Medium,
Mickey Fine Pharmacy & Grill,3.5,3,,Not Defined,
JINYA Ramen Bar - Burbank,4,39,"Japanese, Asian",Medium,
Habibi Cafe,3,14,"Middle Eastern, Lebanese",Medium,
Numero Uno,3,6,"Italian, Pizza",Medium,
Pure Pressed,3,2,Healthy,Not Defined,
Mardi Restaurant,4,10,American,Medium,
Clearman's Steak 'N Stein,4,112,"American, Steakhouse",High,
Go China,4,14,"Chinese, Asian",Medium,
Indra Restaurant,3.5,13,"Asian, Thai",Not Defined,
Wolfgang's Steakhouse,4,152,"Steakhouse, American",High,
Ajisai Japanese Restaurant,4.5,27,"Japanese, Sushi",Medium,
Alex Hamburgers,2.5,2,"American, Pub",Cheap,
Georges Cucina Italiana,4,30,"Italian, Pizza",Medium,
Mama Lena's,2,1,Italian,Not Defined,
Baan Thai,2.5,2,Thai,Not Defined,
Big Fish Market,3.5,3,Seafood,Not Defined,
Ramen Fujisan,3,1,,Not Defined,
The Gardens of Taxco,5,3,,Not Defined,
Green Corner Cafe,4,2,,Not Defined,
Mick's Sub Shop,3,2,,Not Defined,
Centanni Trattoria,4.5,55,Italian,Medium,
Kathleen's Restaurant,4.5,35,"American, Steakhouse",Medium,
LA Skewers,2.5,9,,Cheap,
Planet Hollywood,3,46,"Mexican, American",Medium,
Chez Moi,2,1,French,Not Defined,
Republik Coffee Lounge,5,4,,Not Defined,
Reno's Pizzeria,4.5,44,"Italian, Pizza",Medium,
El Barrio Neighborhood Tacos,3,2,Mexican,Not Defined,
California Fish Grill,4,1,American,Not Defined,
Nimbus Coffee,3,3,,Not Defined,
Norwood Bar and Lounge,3.5,3,"Bar, Pub",Not Defined,
Mariscos El Rey,5,3,,Not Defined,
Plate 38,4,114,"American, Bar",Medium,
Mariscos Nayarit,5,1,,Not Defined,
Down Town Buffet,2.5,2,,Not Defined,
Asakuma Rice,4,16,"Chinese, Japanese",Cheap,
Real De Oaxaca,4,10,Mexican,Medium,
Trejos,5,1,Mexican,Not Defined,
M Bar and Restaurant,2,2,Italian,Not Defined,
Grassroots Alchemy,5,4,"Cafe, Fusion",Not Defined,
Pho Ngoon,3.5,5,"Asian, Vietnamese",Not Defined,
Seafood & Taco's Raul,5,1,"Mexican, Seafood",Not Defined,
Cafe Venicia,3,7,American,Not Defined,
Chamo Venezuelan Cuisine,4.5,7,,Cheap,
El Pajonal,2.5,3,,Not Defined,
Kitchen United Mix,4.5,2,,Not Defined,
Brookside Restaurant,3.5,19,,Medium,
Greenwich Village Pizza,1,1,,Not Defined,
T Boyle's Tavern,4.5,12,"Bar, Pub",Medium,
Ji Rong Restaurant,4,16,"Chinese, Asian",Medium,
Bayou Grille,4.5,10,Cajun & Creole,Not Defined,
Sushi Nishi Ya,4,9,"Seafood, Sushi",Medium,
Kayndaves,4,78,Mexican,Medium,
Sai Sai Noodle Bar,2,1,Asian,Not Defined,
Cafe Canela,5,2,,Not Defined,
Beverly Hills Thai Kosher Kitchen,4.5,17,Thai,Medium,
Kim Ky Noodle House,4.5,3,Asian,Not Defined,
Bamboo Express Chines Cuisine,2,1,,Not Defined,
El Metate,4.5,15,Mexican,Cheap,
One Veg World,4.5,10,,Cheap,
Mama Musubi,5,1,,Not Defined,
Original Kabob Factory,4.5,18,"Mediterranean, Middle Eastern",Cheap,
San Yang Korean Bbq,2,1,Barbecue,Not Defined,
House Of Wings,2,1,,Not Defined,
OJI Sushi & Sake Bar,4.5,2,,Not Defined,
Bale Valley Restaurant,2.5,3,,Not Defined,
Nic's Restaurant,4.5,78,"American, Contemporary",High,
Annapurna Grill,4,13,Indian,Medium,
Barkley Restaurant & Bar,3,17,"Bar, Pub",Medium,
La Indiana Tamales,2.5,3,"Mexican, Indian",Not Defined,
DRNK Coffee + Tea,2.5,2,,Cheap,
La Casa Honduras,2.5,2,,Not Defined,
Shiki,4.5,30,"Japanese, Sushi",High,
Relais De Paris,4,3,French,Medium,
Arandinos Tacos El Patron,3,1,Mexican,Not Defined,
Siam House Thai Restaurant,3,2,Thai,Not Defined,
Crazy Ottos,2.5,2,Diner,Not Defined,
Tortas Ahogadas El Rey,3.5,3,,Not Defined,
Bobby's Place,4.5,13,"Mexican, Fast Food",Cheap,
Las Guanaquitas,2,1,,Not Defined,
Tacos Gavilan,5,1,Mexican,Not Defined,
Kalinka Russian Cuisine,5,2,,Not Defined,
Black Angus Steakhouse,4,163,"American, Steakhouse",Medium,
China Gate Chinese Restaurant,2,1,Chinese,Not Defined,
City Breads,2,1,,Not Defined,
Thai BBQ Garden,3,4,Thai,Not Defined,
Yun Nan 168,5,1,,Not Defined,
Fresh Brothers Pizza West Hollywood,4,28,"Pizza, American",Cheap,
Pi On Sunset,4,26,"Lebanese, Middle Eastern",Cheap,
El Atacor Restaurant,3,2,Mexican,Not Defined,
Narai Thai Cuisine,4,35,"Asian, Thai",Medium,
Fresh Gourmet,4,6,American,Medium,
Corner Bistro,4.5,15,American,Cheap,
La Esperanza,3,2,"Latin, Spanish",Not Defined,
Marinate,5,8,"American, Fast Food",Medium,
Madaongsae Korean BBQ,2,1,Barbecue,Not Defined,
Rolling Wok,3,1,Chinese,Not Defined,
Sushi Cat,2.5,2,Sushi,Not Defined,
DI Pilla's Italian Restaurant,4.5,36,"Italian, Pizza",Medium,
Rock & Reilly's,4,53,"Bar, Pub",Medium,
Mari Cafe and Grill,4.5,5,,Medium,
The Mixx,3,5,American,Medium,
El Incomparable,2.5,2,"Peruvian, South American",Not Defined,
S & W Country Diner,4,57,"American, Diner",Cheap,
Hot Dog on a Stick - Montebello Town Center,5,1,,Not Defined,
Zacatecas Raspados,2,1,,Not Defined,
Cabrera's Restaurant,4.5,18,"Mexican, Spanish",Medium,
Emperor Noodles,2.5,2,Chinese,Not Defined,
Ginger,4.5,9,American,Medium,
Rinconcito Poblano,5,1,,Not Defined,
Nino's Pizza,3.5,6,Italian,Not Defined,
Fashion Cafe,2,1,,Not Defined,
Chavela,2,1,,Not Defined,
Vero's Restaurant,4.5,2,,Not Defined,
Tasty Golden Duck,5,4,,Not Defined,
China Bistro,4.5,3,Chinese,Not Defined,
Tony's Pizza,4.5,16,"Pizza, Soups",Cheap,
La Cabanita,4.5,138,"Mexican, Latin",Medium,
Coco Queen,4.5,5,French,Not Defined,
HiroNori Craft Ramen,4,2,,Not Defined,
El Dorado Pollos A La Brasa,4.5,6,"Peruvian, South American",Not Defined,
Behnam Restaurant,2.5,2,,Not Defined,
LA Bengal Dynasty Indian Cuisine,2,1,Indian,Not Defined,
Andy's,2,1,,Not Defined,
Mayura Indian Restaurant,4,78,"Indian, Asian",Medium,
Tom's Famous Hamburgers,2,1,American,Not Defined,
Sherman Way Grill and Pizza,2,1,,Not Defined,
Amer's Falafel,2,1,Middle Eastern,Not Defined,
Ugo Cafe,3.5,119,"Italian, Pizza",Medium,
Tastees Donut & Burger,4.5,3,,Cheap,
Happy Bakery,4,1,,Not Defined,
Twist and Grill,3,3,,Not Defined,
King's Thai Food,2.5,2,Thai,Not Defined,
Daughters Deli,4.5,7,Deli,Medium,
Seabutter,4.5,8,"Japanese, Seafood",Medium,
Bedford and Burns,4,74,American,Medium,
Oo-kook Korean BBQ,4.5,43,"Barbecue, Asian",Medium,
Musashi Restaurant,2.5,11,"Sushi, Asian",Not Defined,
Fresh Brothers Pizza Encino,2.5,2,"Italian, American",Medium,
Royal Gourmet Deli,2,1,,Not Defined,
Troubadour,4.5,20,"Bar, Pub",Medium,
Gourmet Cobbler Factory,4.5,12,,Medium,
Macho Cafe,5,2,,Not Defined,
Cham Korean Bistro,4,3,,Not Defined,
Sasabune Beverly Hills,4.5,12,"Seafood, Sushi",Medium,
Tamaleria Maria's,4,1,Pub,Not Defined,
Roku Sunset,4,45,"Japanese, Sushi",Medium,
Basecamp and High Horse Dinette,4,9,American,Medium,
Burrito Factory,3,2,Mexican,Not Defined,
Chow King,3,3,,Not Defined,
Mr K's Pizza,5,3,,Not Defined,
Mestizo Restaurant,3,2,,Not Defined,
Guatemalteca Bakery,3,2,,Not Defined,
Sushiya Restaurant,4,11,"Sushi, Asian",Medium,
Tacos Los Tomateros,2,1,Mexican,Not Defined,
Food & Bounty,3,9,American,Not Defined,
Liwan Restaurant & Lounge,3,2,,Not Defined,
Chung king,5,2,Chinese,Not Defined,
Magic Sun Cafe,3,13,Cafe,Not Defined,
Brighton Coffee Shop,4,74,"Cafe, American",Cheap,
PokeMix by Flour+Tea,5,2,Hawaiian,Not Defined,
Kickin Kasian,2,1,Seafood,Not Defined,
Lee Sandwiches,4,4,"Vietnamese, Asian",Not Defined,
Cameron's Seafood & Market,3.5,147,"American, Seafood",Medium,
Marchello's Pizza,4,4,,Not Defined,
Tom's Famous Family Restaurant,4.5,11,"Diner, Fast Food",Cheap,
The Stage,4.5,58,Fusion,Medium,
Pho Hai Kieu,5,1,,Not Defined,
The Potato Sack,3,2,,Not Defined,
7 Tea,5,1,American,Not Defined,
Hummus Labs,5,2,,Not Defined,
The Cabana Cafe,4.5,85,American,Medium,
Toku Unagi & Sushi,5,1,,Not Defined,
Weho Bistro,5,1,French,Not Defined,
Vanilla Bake Shop,2.5,2,Cafe,Not Defined,
Caffe Roma,4,114,Italian,Medium,
Continental Gourmet Sausage,5,1,German,Not Defined,
Protini Bar,2,1,,Not Defined,
Papa Johns,2,1,,Not Defined,
Iso Fusion Cafe,2,2,,Not Defined,
Yojisan Beverly Hills,4,55,"Japanese, Sushi",Medium,
Panaderia Y Restaurante MI Tierra,1,1,Mexican,Not Defined,
Sweet and Savory,4,5,,Not Defined,
Vim,2.5,8,"Chinese, Thai",Medium,
Mi Casa Mexican Fast Food,4,10,Mexican,Cheap,
Utro's Cafe,3,9,,Not Defined,
Sushi Bar Cafe Hikari,3.5,7,,Not Defined,
Sabzee Market,3,2,,Not Defined,
El Carpintero Mexican Restaurant,4,23,"Mexican, Spanish",Cheap,
Ta' Carbon Mexican Taqueria,5,1,,Not Defined,
Vanessa's Cafe,4,1,,Not Defined,
Cake and Art,4,10,,Not Defined,
Golden Fork Restaurant 2,3,3,,Not Defined,
Samurai Sushi & Teriyaki,2,1,,Not Defined,
Mr Chow,3.5,510,"Chinese, Asian",High,
Ray Charles Cafeteria,4,2,,Not Defined,
Mako Bowl,4,6,,Not Defined,
Trattoria del Sole,2.5,3,Italian,Not Defined,
Mi Rinconcito Azteca,5,2,,Not Defined,
Stone Oven,3,4,,Not Defined,
Zacatecas Mexican Restaurant,4.5,156,Mexican,Cheap,
Sam Woo Bbq,4,8,"Chinese, Barbecue",Not Defined,
Pokenoya pasadena,5,1,"Japanese, Seafood",Medium,
Universal Bar & Grill,2.5,2,,Not Defined,
Superfine Pizza,2.5,2,Pizza,Medium,
Labobatory,2,1,,Not Defined,
Tia Gladys Mexican Restaurant,4,6,,Not Defined,
Juniper,5,1,"Bar, Pub",Not Defined,
Great Khan's Mongolian,5,1,,Not Defined,
Menotti's Coffee Stop,2,1,,Not Defined,
Flemings prime steakhouse and Wine Bar,4,91,"American, Steakhouse",High,
Chef_ Shawarma,2,1,"Mediterranean, Middle Eastern",Medium,
Lucky Baldwins Trappiste Pub,4,35,"Bar, British",Medium,
Hungry Joe's Burgers & Jamaican Restaurant,4,8,,Cheap,
Thai Casa Restaurant,2,1,,Not Defined,
Z Pizza,4,18,Pizza,Cheap,
B's M & M's Soul Food Restaurant,4,12,,Medium,
Antojitos Cocina Mexicana,3,11,Mexican,Medium,
La Playita Mariscos,5,5,,Not Defined,
California Bowl,3,4,,Not Defined,
Halal Bismillah Indian Restaurant,2,1,,Not Defined,
Zapien's Salsa Grill & Taqueria,4,22,"Mexican, Latin",Medium,
Kazan,2.5,2,,Not Defined,
Restaurant Oni Hot Pot,5,1,Chinese,Not Defined,
Hell's Chicken,2,1,,Not Defined,
Caulfield's Bar and Dining Room,4,58,American,Medium,
Maran Restaurant,5,1,,Not Defined,
Cantina Frida,4,27,Mexican,Medium,
Yung Ho Tou Chiang Restaurant,3.5,7,,Not Defined,
Big Jim_ Family Restaurant,2.5,5,,Medium,
Cheers Bar & Grill,4,1,,Not Defined,
Kami Buffet and Grill,3,26,"Chinese, Sushi",Medium,
Simonette,4.5,16,French,Medium,
Ponce's Bakery,4.5,3,,Not Defined,
A Little Taste of Hoboken,3,10,"Italian, Pizza",Not Defined,
